Name,Standarlized Name,Academic Influence Ranking (Concentrated Influence),Washington Monthly Ranking,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,State abbreviation,Times Higher Education Ranking (2022) ,City,State,US News Ranking (with ties) ,us_news_displayRank,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,Degree Choices Ranking,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
st. johns river state college,saint johns river state college,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st. joseph's university,saint joseph's university,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st. lawrence university,saint lawrence university,166,99,195216,84%,47,81%,64,-8%,130,95,-8%,161,63361,61586,68,15757,86,0.1,120,130,98,37,7%,98,NO,6,3%,110,87,137,93,ny,,,,59,#59,national-liberal-arts-colleges,St Lawrence University Saint Lawrence University,Canton,,private,TRUE,29,60,63,63870,3.7,2145,1240,34508,Rural,56,3.85,"$28,344","$67,258",80%,,,,,,,,,,,,,,,,,,,,,,,,,,
st. mary's college of maryland,saint mary's college of maryland,200,83,,77%,80,69%,21,-6%,108,74,-3%,124,57899,58672,103,10582,32,0.4,96,43,166,112,10%,56,NO,0,6%,78,60,63,168,md,,,,82,#82,national-liberal-arts-colleges,St Mary's College of Maryland Saint Mary's College of Maryland St Marys College of Maryland Saint Marys College of Maryland St. Marys College of Maryland,St. Marys City,,public,TRUE,28,50,77,31312,3.5,1513,1130,36156,Rural,67,4.13,"$18,736","$60,110",73%,,,,,,,,,,,,,,,,,,,,,,,,,,
"st. mary's university, texas","saint mary's university, texas",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st. olaf college,saint olaf college,126,29,174844,87%,32,88%,112,-2%,70,95,8%,33,63251,64155,107,12982,46,1.1,56,25,31,112,4%,143,NO,6,7%,74,43,34,43,mn,55,Northfield,Minnesota,51,#51,national-liberal-arts-colleges,St Olaf College Saint Olaf College,Northfield,,private,TRUE,28,76,56,56970,3.7,3046,1300,22659,,39,3.16,"$21,996","$65,543",85%,,,,,,,,,,,,,,,,,,,,,,,,,,
st. petersburg college,saint petersburg college,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st. thomas aquinas college,saint thomas aquinas college,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st. thomas university,saint thomas university,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"state college of florida, manatee–sarasota","state college of florida, manatee–sarasota",1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at canton,state university of new york at canton,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at cobleskill,state university of new york at cobleskill,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at cortland,state university of new york at cortland,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at delhi,state university of new york at delhi,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at fredonia,state university of new york at fredonia,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at geneseo,state university of new york at geneseo,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at morrisville,state university of new york at morrisville,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at new paltz,state university of new york at new paltz,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at old westbury,state university of new york at old westbury,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at oneonta,state university of new york at oneonta,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at oswego,state university of new york at oswego,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at plattsburgh,state university of new york at plattsburgh,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york at potsdam,state university of new york at potsdam,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state university of new york maritime college,state university of new york maritime college,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stephens college,stephens college,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling college,sterling college,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling college,sterling college,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stetson university,stetson university,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stevenson university,stevenson university,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stillman college,stillman college,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stockton university,stockton university,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stonehill college,stonehill college,363,128,167996,81%,56,80%,80,-7%,119,84,-12%,180,70873,64473,25,24143,189,0.6,79,121,161,48,4%,149,YES,1,10%,55,120,112,111,ma,80,Easton,Massachusetts,86,#86,national-liberal-arts-colleges,,Easton,,private,TRUE,,62,73,52300,3.4,2536,,34082,Suburban,37,3.05,"$29,952","$77,745",82%,0.1282,167996,221700,https://www.stonehill.edu/,0.4489,0.5511,0.7762,0.0519,0.0706,0.0268,0.0012,0,0.0308,0.0158,0.0268,0,0,0,0,0,0,0,65513,0.7343513551,0.7497,2
suffolk university,suffolk university,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sul ross state university,sul ross state university,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sullivan university,sullivan university,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suny brockport,suny brockport,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suny polytechnic institute,suny polytechnic institute,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
susquehanna university,susquehanna university,625,134,216278,71%,102,74%,146,-8%,129,107,-1%,107,58842,56621,60,21028,166,0.2,107,159,131,34,3%,166,NO,6,6%,77,118,157,109,pa,76,Selinsgrove,Pennsylvania,107,#107,national-liberal-arts-colleges,,Selinsgrove,,private,TRUE,23,,88,57400,3.7,2199,1088,,Rural,76,4.48,"$27,370","$61,723",75%,0.2444,216278,336900,www.susqu.edu/,0.4268,0.5732,0.791,0.0622,0.0664,0.0168,0.0005,0.0009,0.0271,0.0089,0.0262,0,0,0,0,0,0,0,69479,0.7669019608,0.7002,2
swarthmore college,swarthmore college,1,4,216287,95%,4,93%,72,0%,40,56,8%,34,76518,77357,106,8954,17,3.5,19,2,86,100,4%,144,YES,6,3%,111,19,1,52,pa,4,Swarthmore,Pennsylvania,4,#4,national-liberal-arts-colleges,,Swarthmore,,private,TRUE,32,51,7,62412,,1625,1440,19131,Suburban,6,1.5,"$21,595","$80,257",97%,0.1951,216287,337000,www.swarthmore.edu/,0.488,0.512,0.3162,0.0902,0.1427,0.1767,0.0043,0.0006,0.0976,0.1402,0.0315,0,0,0,0,0,0,0,75793,0.06928673421,0.8986,2
sweet briar college,sweet briar college,143,176,233718,45%,175,54%,182,-5%,101,27,-5%,136,49522,45242,46,19455,147,0,122,149,168,112,10%,52,NO,0,3%,126,155,156,175,va,,,,180,#180,national-liberal-arts-colleges,,Sweet Briar,,private,TRUE,19,,78,23590,3.9,457,1010,,,,,,,,0.3451,233718,374200,www.sbc.edu/,0,1,0.6918,0.0843,0.0466,0.0266,0.0089,0,0.0133,0.0909,0.0377,0,0,0,0,0,0,0,40846,0.7574750831,0.597,2
tabor college,tabor college,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacoma community college,tacoma community college,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talladega college,talladega college,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tallahassee community college,tallahassee community college,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarleton state university,tarleton state university,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor university,taylor university,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tennessee wesleyan university,tennessee wesleyan university,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas a&m international university,texas a&m international university,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas a&m university–central texas,texas a&m university–central texas,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas a&m university–san antonio,texas a&m university–san antonio,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas a&m university–texarkana,texas a&m university–texarkana,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas college,texas college,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
texas lutheran university,texas lutheran university,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the art institute of virginia beach,the art institute of virginia beach,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the citadel,the citadel,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the college of new jersey,the college of new jersey,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the college of the florida keys,the college of the florida keys,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the king's college,the king's college,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ny,,,,167,#167,national-liberal-arts-colleges,Kings College,New York,,private,TRUE,24,,44,21690,,384,1140,,,116,6.17,"$33,219","$58,065",52%,0.2451,454184,4095300,www.tkc.edu/,0.3966,0.6034,0.6345,0.069,0.1034,0.0414,0.0103,0.0034,0.0345,0.0448,0.0586,0,0,0,0,0,0,0,58199,0.452653486,0.4938,2
the master's university,the master's university,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the north coast college,the north coast college,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiel college,thiel college,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas aquinas college,thomas aquinas college,271,116,124292,81%,58,70%,11,0%,36,31,7%,40,47912,45715,61,19358,144,0,122,127,180,112,0%,187,NO,0,0%,149,55,134,196,ca,,,,67,#67,national-liberal-arts-colleges,,Santa Paula,,private,TRUE,27,61,85,28700,3.8,516,1215,25242,,127,7,"$27,202","$55,619",81%,0.2072,124292,2358000,https://thomasaquinas.edu/,0.4845,0.5155,0.6202,0,0.1977,0.0194,0,0.0019,0.0543,0.064,0.0426,0,0,0,0,0,0,0,38428,0.8473282443,0.8276,2
thomas college,thomas college,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas more college of liberal arts,thomas more college of liberal arts,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nh,,,,-2,Unranked,national-liberal-arts-colleges,,Merrimack,,private,FALSE,,,,28000,,89,,,,,,,,,0.382,183275,3043100,www.thomasmorecollege.edu/,0.4831,0.5169,0.7528,0,0.0562,0.0112,0.0225,0,0.0225,0.0225,0.1124,0,0,0,0,0,0,0,36079,,0.7,2
thomas more university,thomas more university,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas university,thomas university,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiffin university,tiffin university,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toccoa falls college,toccoa falls college,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tougaloo college,tougaloo college,79,33,176406,43%,176,32%,12,6%,5,95,16%,11,34680,31336,53,12099,40,2.8,24,70,113,75,3%,165,NO,2,0%,144,11,48,166,ms,,,,181,#181,national-liberal-arts-colleges,,Tougaloo,,private,FALSE,16,,49,11398,,657,790,,,,,,,,0.7027,176406,243900,www.tougaloo.edu/,0.3937,0.6063,0.0055,0.878,0.024,0,0.0018,0,0.0222,0.0018,0.0665,1,0,0,0,0,0,0,23266,0.4930777423,0.194,2
touro university worldwide,touro university worldwide,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transylvania university,transylvania university,40,117,157818,72%,96,71%,74,-8%,121,58,5%,55,52184,54033,126,20106,156,0,122,68,44,54,6%,121,NO,3,4%,96,126,86,87,ky,,,,121,#121,national-liberal-arts-colleges,,Lexington,,private,TRUE,23,,91,44980,3.7,981,1120,,,81,4.64,"$23,734","$54,705",72%,0.2588,157818,198700,https://www.transy.edu/,0.4385,0.5615,0.7787,0.0523,0.0533,0.0328,0.0041,0,0.0564,0.0123,0.0102,0,0,0,0,0,0,0,57015,0.9079169006,0.6364,2
trine university,trine university,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity baptist college,trinity baptist college,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity christian college,trinity christian college,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity college,trinity college,60,40,130590,83%,51,85%,134,4%,11,60,0%,103,72387,67352,35,11621,36,1.8,42,96,83,112,5%,127,NO,6,1%,135,20,72,99,ct,37,Hartford,Connecticut,39,#39,national-liberal-arts-colleges,,Hartford,,private,TRUE,30,59,36,67420,,2167,1300,27958,City,32,2.8,"$37,118","$90,779",83%,0.1331,130590,141400,https://www.trincoll.edu/,0.4858,0.5142,0.6095,0.0612,0.0859,0.042,0.0019,0.0005,0.043,0.1378,0.0182,0,0,0,0,0,0,0,79605,0.361414791,0.7972,2
trinity international university-florida,trinity international university-florida,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trinity university,trinity university,184,115,229267,79%,69,87%,179,-12%,153,75,-5%,137,66367,73370,180,12609,43,2.7,29,54,106,61,8%,81,NO,6,12%,47,150,43,70,tx,38,San Antonio,Texas,59,#59,national-liberal-arts-colleges,,San Antonio,,private,TRUE,29,43,31,51352,3.8,2512,1310,26022,Urban,23,2.51,"$23,567","$71,668",79%,0.1602,229267,364700,https://new.trinity.edu/,0.4665,0.5335,0.5375,0.0409,0.2413,0.0767,0.0016,0.0008,0.0442,0.0478,0.0092,0,0,0,0,0,0,0,63684,0.3050684812,0.6712,2
trinity washington university,trinity washington university,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
troy university,troy university,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truett mcconnell university,truett mcconnell university,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truman state university,truman state university,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tusculum university,tusculum university,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuskegee university,tuskegee university,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler junior college,tyler junior college,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
union college,union college,23,85,196866,86%,38,85%,103,5%,7,89,-11%,178,72897,71586,74,16472,95,1.7,45,79,130,45,9%,69,NO,0,0%,149,56,66,170,ny,50,Schenectady,New York,45,#44,national-liberal-arts-colleges,,Schenectady,,private,FALSE,29,57,47,66456,3.7,2107,1310,34722,City,27,2.59,"$35,375","$88,604",86%,0.1327,196866,288900,www.union.edu/,0.5556,0.4444,0.6678,0.0438,0.0871,0.065,0.001,0.0005,0.0332,0.1011,0.0005,0,0,0,0,0,0,0,78611,0.4651217782,0.7964,2
"union college, kentucky","union college, kentucky",532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"union college, nebraska","union college, nebraska",603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states air force academy,united states air force academy,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,co,,,,7,#7,national-liberal-arts-colleges,USAFA,USAF Academy,,public,FALSE,28,,13,0,3.8,4085,1310,,,,,,,,,128328,136900,www.usafa.edu/,0.7055,0.2945,0.6345,0.0583,0.1192,0.0722,0.0017,0.0059,0.0823,0.0144,0.0115,0,0,0,0,0,0,0,,0.162336885,0.8722,1
united states coast guard academy,united states coast guard academy,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states merchant marine academy,united states merchant marine academy,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states military academy at west point,united states military academy at west point,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ny,13,West Point,New York,8,#8,national-liberal-arts-colleges,USMA West Point,West Point,,public,FALSE,27,,12,0,3.9,4393,1220,,Suburban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states naval academy,united states naval academy,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,md,,,,3,#3,national-liberal-arts-colleges,USNA,Annapolis,,public,FALSE,25,,11,0,3.7,4450,1200,,City,,,,,,,164155,210100,www.usna.edu/,0.7155,0.2845,0.5919,0.06,0.1366,0.0885,0.0013,0.0029,0.0951,0.013,0.0106,0,0,0,0,0,0,0,,0.1075268817,0.8758,1
united states university,united states university,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unity environmental university,unity environmental university,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
universidad del este,universidad del este,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
universidad del sagrado corazón,universidad del sagrado corazón,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of alaska anchorage,university of alaska anchorage,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of alaska southeast,university of alaska southeast,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of antelope valley,university of antelope valley,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of arizona global campus,university of arizona global campus,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of arkansas at monticello,university of arkansas at monticello,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of arkansas at pine bluff,university of arkansas at pine bluff,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of arkansas grantham,university of arkansas grantham,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of arkansas–fort smith,university of arkansas–fort smith,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
